"asin","categoryFullName","categoryName","categoryUrl","name","numberOfOffers","position","price","price/currency","price/value","reviewsCount","stars","thumbnailUrl","url"
"B07PXGQC1Q","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple AirPods (2nd Generation) Wireless Ear Buds, Bluetooth Headphones with Lightning Charging Case Included, Over 24 Hours of Battery Life, Effortless Setup for iPhone","14","1",,,,"614989","4.7","https://images-na.ssl-images-amazon.com/images/I/7120GgUKj3L._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B07PXGQC1Q"
"B0932QJ2JZ","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple AirTag 4 Pack","17","2",,,,"119251","4.8","https://images-na.ssl-images-amazon.com/images/I/71gY9E+cTaS._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0932QJ2JZ"
"B0CWXNS552","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple AirTag","5","3",,,,"61","4.3","https://images-na.ssl-images-amazon.com/images/I/71rP7f78eFL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0CWXNS552"
"B08C1W5N87","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Amazon Fire TV Stick, HD, sharp picture quality, fast streaming, free & live TV, Alexa Voice Remote with TV controls",,"4",,"$","39.99","467964","4.7","https://images-na.ssl-images-amazon.com/images/I/51TjJOTfslL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B08C1W5N87"
"B0BP9MDCQZ","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Amazon Fire TV Stick 4K streaming device, more than 1.5 million movies and TV episodes, supports Wi-Fi 6, watch free & live TV","1","5",,,,"26747","4.7","https://images-na.ssl-images-amazon.com/images/I/41vhe0X8wbL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0BP9MDCQZ"
"B09WNK39JN","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Amazon Echo Pop | Compact smart speaker with Alexa | premium Alexa features available for purchase | Charcoal","1","6",,,,"44506","4.7","https://images-na.ssl-images-amazon.com/images/I/61V5FRUgX8L._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09WNK39JN"
"B0D1XD1ZV3","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple AirPods Pro (2nd Generation) Wireless Ear Buds with USB-C Charging, Up to 2X More Active Noise Cancelling Bluetooth Headphones, Transparency Mode, Adaptive Audio, Personalized Spatial Audio","3","7",,,,"16","3.9","https://images-na.ssl-images-amazon.com/images/I/61SUj2aKoEL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0D1XD1ZV3"
"B01M0GB8CC","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple EarPods Headphones with Lightning Connector, Wired Ear Buds for iPhone with Built-in Remote to Control Music, Phone Calls, and Volume","9","8",,,,"284883","4.6","https://images-na.ssl-images-amazon.com/images/I/41wYbyr3LLL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B01M0GB8CC"
"B09B8V1LZ3","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Echo Dot (5th Gen, 2022 release) | With bigger vibrant sound, helpful routines and Alexa | Charcoal","2","9",,,,"101459","4.7","https://images-na.ssl-images-amazon.com/images/I/518cRYanpbL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09B8V1LZ3"
"B0916TKFF2","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Roku Express 4K+ | Roku Streaming Device 4K/HDR, Roku Voice Remote, Free & Live TV",,"10",,"$","29","76804","4.7","https://images-na.ssl-images-amazon.com/images/I/71plMvl-AzL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0916TKFF2"
"B09FT58QQP","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","TOZO A1 Mini Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones Built-in Microphone, IPX5 Waterproof, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black",,"11",,"$","19.99","81185","4.3","https://images-na.ssl-images-amazon.com/images/I/71Sqg+w9bFL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09FT58QQP"
"B08SG2MS3V","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",,"12",,"$","41.99","138709","4.3","https://images-na.ssl-images-amazon.com/images/I/41te-uzWxDL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B08SG2MS3V"
"B09BKCDXZC","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Roku Streaming Stick 4K | Portable Roku Streaming Device 4K/HDR/Dolby Vision, Roku Voice Remote, Free & Live TV",,"13",,"$","34","74806","4.7","https://images-na.ssl-images-amazon.com/images/I/81Z7+LBxPKL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09BKCDXZC"
"B09G9FPHY6","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray","31","14",,,,"63445","4.8","https://images-na.ssl-images-amazon.com/images/I/61NGnpjoRDL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09G9FPHY6"
"B08R6S1M1K","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Wall Charger, Surge Protector, QINLIANF 5 Outlet Extender with 4 USB Charging Ports (4.8A Total) 3-Sided 1680J Power Strip Multi Plug Adapter Spaced for Home Travel Office (3U1C)",,"15",,"$","12.97","69995","4.7","https://images-na.ssl-images-amazon.com/images/I/61Hh-YlfJOL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B08R6S1M1K"
"B09TMN58KL","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Amazon Kindle Paperwhite (16 GB) – Now with a larger display, adjustable warm light, increased battery life, and faster page turns – Black","1","16",,,,"54474","4.7","https://images-na.ssl-images-amazon.com/images/I/51QCk82iGcL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09TMN58KL"
"B0BCH5H2R3","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Roku Express | HD Roku Streaming Device with Standard Remote (no TV controls), Free & Live TV",,"17",,"$","19","35159","4.7","https://images-na.ssl-images-amazon.com/images/I/71tK-UqLSCL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0BCH5H2R3"
"B0BP9SNVH9","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Amazon Fire TV Stick 4K Max streaming device, supports Wi-Fi 6E, free & live TV without cable or satellite","1","18",,,,"19946","4.6","https://images-na.ssl-images-amazon.com/images/I/41P0qtzxWSL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0BP9SNVH9"
"B09BKHHL5H","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","5-Outlet Surge Protector Wall Charger with 4 USB Ports - 1680J Multi Plug for Home, Office, Travel",,"19",,"$","8.99","23095","4.7","https://images-na.ssl-images-amazon.com/images/I/51hUUjfardL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09BKHHL5H"
"B0BJLXMVMV","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue","28","20",,,,"12732","4.8","https://images-na.ssl-images-amazon.com/images/I/61uA2UVnYWL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0BJLXMVMV"
"B08WM3LMJF","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black","21","21",,,,"58006","4.6","https://images-na.ssl-images-amazon.com/images/I/61ZDwijKtxL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B08WM3LMJF"
"B096SV8SJG","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Beats Studio Buds - True Wireless Noise Cancelling Earbuds - Compatible with Apple & Android, Built-in Microphone, IPX4 Rating, Sweat Resistant Earphones, Class 1 Bluetooth Headphones - Black","15","22",,,,"88174","4.3","https://images-na.ssl-images-amazon.com/images/I/51bRSWrEc7S._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B096SV8SJG"
"B09PDLBFKY","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","6 Ft Surge Protector Power Strip - 8 Widely Outlets with 4 USB Ports, 3 Side Outlet Extender with 6 Feet Extension Cord, Flat Plug, Wall Mount, Desk USB Charging Station, ETL,White",,"23",,"$","12.98","20456","4.7","https://images-na.ssl-images-amazon.com/images/I/613PfZba9RL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09PDLBFKY"
"B0C3W4MNN1","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Bluetooth Headphones Wireless Earbuds 80hrs Playtime Wireless Charging Case Digital Display Sports Ear buds with Earhook Premium Deep Bass IPX7 Waterproof Over-Ear Earphones for TV Phone Laptop Black",,"24",,"$","25.99","15335","4.5","https://images-na.ssl-images-amazon.com/images/I/71G9a1iSpHL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0C3W4MNN1"
"B01LXJFMGF","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple Lightning to 3.5 mm Headphone Jack Adapter","1","25",,,,"231706","4.7","https://images-na.ssl-images-amazon.com/images/I/31mmFtpMqOL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B01LXJFMGF"
"B09Z6Q2MLC","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","(Pack of 2) Replacement Remote Control Only for Roku TV, Compatible for TCL Roku/Hisense Roku/Onn Roku/Philips Roku Smart TVs(Not for Stick and Box)",,"26",,"$","12.57","29165","4.5","https://images-na.ssl-images-amazon.com/images/I/71Z6Vs6+hDL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09Z6Q2MLC"
"B0933BVK6T","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple AirTag","1","27",,,,"182344","4.7","https://images-na.ssl-images-amazon.com/images/I/51lw9F77bMS._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0933BVK6T"
"B0CHWRXH8B","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple AirPods Pro (2nd Generation) Wireless Ear Buds with USB-C Charging, Upto 2X More Active Noise Cancelling Bluetooth Headphones, Transparency Mode, Adaptive Audio, Personalized Spatial Audi, White","24","28",,,,"17795","4.7","https://images-na.ssl-images-amazon.com/images/I/61SUj2aKoEL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0CHWRXH8B"
"B09V3JH3XS","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple iPad Air (5th Generation): with M1 chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue","9","29",,,,"12959","4.8","https://images-na.ssl-images-amazon.com/images/I/71VbHaAqbML._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09V3JH3XS"
"B07J2Z5DBM","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","TOZO T10 Bluetooth 5.3 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black",,"30",,"$","18.99","365424","4.3","https://images-na.ssl-images-amazon.com/images/I/715CLGC8OML._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B07J2Z5DBM"
"B092J8LPWR","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Surge Protector Power Strip - 8 Outlets with 4 USB Charging Ports, Multi Plug Outlet Extender, 5Ft Braided Extension Cord, Flat Plug Wall Mount Desk USB Charging Station for Home Office ETL","4","31",,,,"38203","4.8","https://images-na.ssl-images-amazon.com/images/I/61gdFc3d1eL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B092J8LPWR"
"B0CHXC5ZDX","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Apple EarPods Headphones with USB-C Plug, Wired Ear Buds with Built-in Remote to Control Music, Phone Calls, and Volume","9","32",,,,"284883","4.6","https://images-na.ssl-images-amazon.com/images/I/31u+KjpAvKL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0CHXC5ZDX"
"B00EB4ADQW","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Fujifilm Instax Mini Instant Film Twin Pack (White), 20 photos","18","33",,,,"102342","4.8","https://images-na.ssl-images-amazon.com/images/I/61dgEk4GNlL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B00EB4ADQW"
"B09SWW583J","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Amazon Kindle – The lightest and most compact Kindle, with extended battery life, adjustable front light, and 16 GB storage – Black","4","34",,,,"18313","4.7","https://images-na.ssl-images-amazon.com/images/I/714brROA9eL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B09SWW583J"
"B0BRKPVZB4","Best Sellers in Electronics","Electronics","https://www.amazon.com/Best-Sellers-Electronics/zgbs/electronics/","Bluetooth Speaker with HD Sound, Portable Wireless, IPX5 Waterproof, Up to 24H Playtime, TWS Pairing, BT5.3, for Home/Party/Outdoor/Beach, Electronic Gadgets, Birthday Gift (Black)","2","35",,,,"6845","4.5","https://images-na.ssl-images-amazon.com/images/I/81djh1gfUwL._AC_UL300_SR300,200_.jpg","https://www.amazon.com/dp/B0BRKPVZB4"
